,train_loss,train_acc,val_loss,val_acc
0,597.3478097915649,7.962424513531649,120.62341690063477,26.29695885509839
1,467.1433959007263,21.986132856184298,92.0884177684784,38.19320214669052
2,387.330402135849,30.55244911652874,72.87888944149017,47.227191413237925
3,332.38098430633545,37.70968463431,60.928966760635376,54.29338103756709
4,293.46120500564575,42.22768955490942,53.41862988471985,59.570661896243294
5,271.8574868440628,45.06821740102885,49.22410488128662,61.001788908765654
6,253.97018337249756,48.06530977409975,46.60881847143173,61.44901610017889
7,236.78450191020966,50.83873853723999,44.30433803796768,63.506261180679786
8,225.1748538017273,53.20957280250503,41.7553448677063,64.22182468694096
9,212.0057075023651,56.3632297025274,39.73406374454498,67.62075134168157
10,203.4705444574356,57.72757772310445,39.34089910984039,65.56350626118068
11,193.93138152360916,58.42093491388951,38.85394906997681,67.08407871198568
12,191.27750998735428,58.26437038693805,38.296726405620575,67.08407871198568
13,179.0482993721962,61.41802728696041,36.73266625404358,67.35241502683363
14,175.06031602621078,61.30619548199508,36.27461534738541,69.76744186046511
15,172.00438618659973,62.84947439051666,35.81675851345062,69.40966010733453
16,163.89086663722992,64.28092149407291,34.69364386796951,70.4830053667263
17,161.09985554218292,64.23618877208678,35.24157577753067,70.03577817531306
18,158.52369225025177,65.98076492954597,35.30871042609215,69.49910554561717
19,151.3192303776741,66.2938939834489,36.457076728343964,69.58855098389982
20,149.486572265625,66.2938939834489,36.65705394744873,68.87298747763865
21,146.23204231262207,67.16618206217848,35.10639423131943,69.49910554561717
22,143.75074356794357,67.79244016998435,34.65090209245682,70.304114490161
23,138.11654406785965,69.67121449340192,34.880941569805145,69.14132379248659
24,134.7765349149704,68.73182733169314,35.97295740246773,69.32021466905188
25,137.05534410476685,68.6199955267278,33.96079844236374,72.09302325581395
26,133.07991382479668,68.97785730261687,36.10812324285507,71.46690518783542
27,128.90966033935547,71.01319615298591,35.71720290184021,70.4830053667263
28,126.82774138450623,70.40930440617312,34.75125876069069,71.10912343470483
29,126.73155623674393,71.6841869827779,34.94786459207535,70.84078711985688
30,117.20811855792999,72.82487139342429,34.19066742062569,71.55635062611807
31,124.45651915669441,70.96846343099978,33.51535302400589,72.62969588550983
32,122.89228764176369,72.17624692462536,33.455901086330414,70.93023255813954
